deck,deck_label,deck_title,deck_order,section,no,word,phonetic,word_family,meaning,example,tone,memory,deriv,syn,ant,similar
book,词书,GRE1400 词书,1,Section 6（701-840）,728,intrinsic,/ˌɪˈntrɪnsɪk/,intrinsic（adj. 固有的，内在的，本质的）,adj.固有的，内在的，本质的,an intrinsic situation｜固有的，内在的情况,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,729,intuitive,/ˌɪˈntuːətɪv/,intuitive（adj. 直觉的，凭直觉感知的）,adj.直觉的，凭直觉感知的,an intuitive situation｜直觉的，凭直觉感知的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,730,invalidate,/ˌɪˈnvælɪˌdeɪt/,invalidate（v. 使无效，证明错误）→ invalidation（n. 使无效，证明错误）,v.使无效，证明错误,learn to invalidate｜学会使无效，证明错误,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,731,invention,/ˌɪˈnvɛnʃən/,invention（n. 发明，创造，虚构）,n.发明，创造，虚构,a case of invention｜一个关于发明，创造的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,732,inverse,/ˌɪˈnvɝs/,inverse（adj. 相反的，逆向的；n.反面）,adj.相反的，逆向的；n.反面,an inverse relationship｜反向关系,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,733,involved,/ˌɪˈnvɑlvd/,involved（adj. 复杂的；有关的；卷入的）,adj.复杂的；有关的；卷入的,an involved theory｜复杂的，有关的理论,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,734,irascible,/ˌɪˈræsɪbəl/,irascible（adj. 易怒的，暴躁的）→ irascibility（n. 易怒的，暴躁的）,adj.易怒的，暴躁的,an irascible situation｜易怒的，暴躁的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,735,irenic,/aɪˈrɛnɪk/,irenic（adj. 促进和平的，和平的）,adj.促进和平的，和平的,an irenic situation｜促进和平的，和平的情况,褒义-聪明/优秀,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,736,irk,/ˈɝk/,irk（v. 使烦恼，激怒）,v.使烦恼，激怒,irk the audience｜使观众恼火,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,737,irony,/ˈaɪrəniː/,irony（n. 反讽，讽刺；出乎意料的情况）,n.反讽，讽刺；出乎意料的情况,a case of irony｜一个关于反讽，讽刺的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,738,irrefutable,/ˌɪrəˈfjuːtəbəl/,irrefutable（adj. 无可辩驳的，不能反驳的）→ irrefutability（n. 无可辩驳的，不能反驳的）,adj.无可辩驳的，不能反驳的,an irrefutable situation｜无可辩驳的，不能反驳的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,739,irreparable,/ˌɪˈrɛpɚəbəl/,irreparable（adj. 不可挽回的，不能修复的）→ irreparability（n. 不可挽回的，不能修复的）,adj.不可挽回的，不能修复的,an irreparable situation｜不可挽回的，不能修复的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,740,irresistible,/ˌɪrɪˈzɪstəbəl/,irresistible（adj. 不可抵抗的，极具诱惑力的）→ irresistibility（n. 不可抵抗的，极具诱惑力的）,adj.不可抵抗的，极具诱惑力的,an irresistible temptation｜无法抗拒的诱惑,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,741,irresolution,/ɪˌrɛzəˈluːʃən/,irresolution（n. 犹豫不决，优柔寡断）,n.犹豫不决，优柔寡断,a case of irresolution｜一个关于犹豫不决，优柔寡断的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,742,isolationism,/ˌaɪsəˈleɪʃəˌnɪzəm/,isolationist（n. 孤立主义）→ isolationism（n. 孤立主义）,n.孤立主义,a case of isolationism｜一个关于孤立主义的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,743,itinerant,/aɪˈtɪnɚənt/,itinerant（adj. 巡回的，流动的；n.巡回者）,adj.巡回的，流动的；n.巡回者,an itinerant worker｜流动工人,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,744,jealous,/ˈdʒɛləs/,jealous（adj. 嫉妒的，妒忌的；小心守护的）,adj.嫉妒的，妒忌的；小心守护的,a jealous difference｜嫉妒的，妒忌的差异,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,745,jejune,/ˌdʒɛˈdʒuːn/,jejune（adj. 枯燥乏味的）,adj.枯燥乏味的,a jejune situation｜枯燥乏味的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,746,jettison,/ˈdʒɛtɪsən/,jettison（v. 抛弃，投弃）,v.抛弃，投弃,learn to jettison｜学会抛弃，投弃,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,747,judicious,/dʒuːˈdɪʃəs/,judicious（adj. 明智的，明断的）,adj.明智的，明断的,a judicious choice｜明智的选择,褒义-聪明/优秀,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,748,justify,/ˈdʒʌstəˌfaɪ/,justify（v. 证明…是正当的；为…辩护）→ justification（n. 证明…是正当的；为…辩护）,v.证明…是正当的；为…辩护,learn to justify｜学会证明…是正当的，为…辩护,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,749,keen,/ˈkiːn/,keen（adj. 敏锐的；热切的；强烈的；v.哀号）,adj.敏锐的；热切的；强烈的；v.哀号,keen insight｜敏锐洞察力,中性-程度/数量,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,750,keep abreast of,/ˈkiːp əˈbrɛst ˈʌv/,keep abreast of（了解最新情况，跟上）,了解最新情况，跟上,keep abreast of news｜了解最新消息,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,751,kindred,/ˈkɪndrɪd/,kindred（adj. 同类的；类似的；n.亲属，家族）,adj.同类的；类似的；n.亲属，家族,kindred spirits｜志趣相投的人,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,752,kinfolk,/ˈkɪnfoʊk/,kinfolk（n. 亲属，家属）,n.亲属，家属,a case of kinfolk｜一个关于亲属，家属的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,753,knotty,/ˈnɑtiː/,knotty（adj. 多节的；棘手的，复杂的）,adj.多节的；棘手的，复杂的,a knotty problem｜棘手问题,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,754,laborious,/ləˈbɔriːəs/,laborious（adj. 费力的，勤劳的）,adj.费力的，勤劳的,a laborious process｜费力的过程,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,755,laconic,/lɑˈkɑnɪk/,laconic（adj. 简洁的，精炼的）,adj.简洁的，精炼的,a laconic reply｜简短的回答,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,756,lambaste,/ˌlæˈmbæst/; /ˌlæˈmbeɪst/,lambaste（v. 严厉批评，痛斥）,v.严厉批评，痛斥,lambaste the government｜痛批政府,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,757,languish,/ˈlæŋgwɪʃ/,languish（v. 憔悴，潦倒；受苦，受折磨）,v.憔悴，潦倒；受苦，受折磨,languish in prison｜在监狱中受苦/萎靡,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,758,lapse,/ˈlæps/,lapse（n. 过失；疏忽；(时间)流逝；v.失效；背离）,n.过失；疏忽；(时间)流逝；v.失效；背离,a case of lapse｜一个关于过失，疏忽的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,759,largesse,/lɑˈrgɛs/,largesse（n. 慷慨的赠与；慷慨）,n.慷慨的赠与；慷慨,political largesse｜政治恩惠/慷慨施予,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,760,laudatory,/ˈlɔdəˌtɔriː/,laudatory（adj. 赞扬的，赞赏的）,adj.赞扬的，赞赏的,laudatory reviews｜赞扬性的评论,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,761,layperson,/leɪˈpɝsɪn/,layperson（n. 外行，非专业人士）,n.外行，非专业人士,a case of layperson｜一个关于外行，非专业人士的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,762,legitimize,/ləˈdʒɪtəˌmaɪz/; /lɪˈdʒɪtəˌmaɪz/,legitimize（v. 使合法化，给予合法地位）→ legitimization（n. 使合法化，给予合法地位）,v.使合法化，给予合法地位,learn to legitimize｜学会使合法化，给予合法地位,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,763,lethargy,/ˈlɛθɚdʒiː/,lethargy（n. 嗜睡，无精打采）,n.嗜睡，无精打采,a case of lethargy｜一个关于嗜睡，无精打采的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,764,liberate,/ˈlɪˌbɝˌeɪt/,liberate（v. 解放，释放）→ liberation（n. 解放，释放）,v.解放，释放,learn to liberate｜学会解放，释放,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,765,limpid,/ˈlɪmpɪd/,limpid（adj. 清澈的；清晰的）,adj.清澈的；清晰的,a limpid explanation｜清澈的，清晰的解释,褒义-聪明/优秀,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,766,lionize,/ˈlaɪəˌnaɪz/,lionize（v. 把…视为名人，崇拜）→ lionization（n. 把…视为名人，崇拜）,v.把…视为名人，崇拜,learn to lionize｜学会把…视为名人，崇拜,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,767,list,/ˈlɪst/,list（v. 列出；倾斜；n.列表；倾斜）,v.列出；倾斜；n.列表；倾斜,a case of list｜一个关于列出，倾斜的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,768,live up to,/ˈlaɪv ˈʌp ˈtuː/,live up to（符合，不辜负）,符合，不辜负,live up to in context｜语境中的符合，不辜负,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,769,loath,/ˈloʊθ/,loath（adj. 不愿意的，厌恶的）,adj.不愿意的，厌恶的,a loath situation｜不愿意的，厌恶的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,770,long-winded,/ˈlɔˈŋwɪndɪd/,long-winded（adj. 冗长的，啰嗦的）,adj.冗长的，啰嗦的,a long-winded situation｜冗长的，啰嗦的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,771,loquacious,/loʊˈkweɪʃəs/,loquacious（adj. 健谈的，多话的）,adj.健谈的，多话的,a loquacious situation｜健谈的，多话的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,772,lowly,/ˈloʊliː/,lowly（adj. 地位低下的；卑微的）,adj.地位低下的；卑微的,a lowly situation｜地位低下的，卑微的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,773,lucid,/ˈluːsəd/,lucid（adj. 清晰的，明了的，神志清醒的）,adj.清晰的，明了的，神志清醒的,a lucid explanation｜清晰的，明了的解释,褒义-聪明/优秀,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,774,lucrative,/ˈluːkrətɪv/,lucre（n. 钱财；收益）→ lucrative（adj. 有利可图的；赚钱的）,adj.赚钱的，有利可图的,a lucrative condition｜赚钱的，有利可图的条件,褒义-聪明/优秀,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,775,ludicrous,/ˈluːdəkrəs/,ludicrous（adj. 荒谬的，可笑的）,adj.荒谬的，可笑的,a ludicrous argument｜荒谬的，可笑的论点,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,776,lugubrious,/luːˈgjuːbriːəs/,lugubrious（adj. 过分悲伤的，忧郁的）,adj.过分悲伤的，忧郁的,a lugubrious mood｜过分悲伤的，忧郁的情绪,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,777,lull,/ˈlʌl/,lull（n. 间歇，暂停；v.使平静）,n.间歇，暂停；v.使平静,a case of lull｜一个关于间歇，暂停的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,778,luxuriant,/ləˈgʒɝiːənt/,luxuriant（adj. 茂盛的，繁茂的；华丽的）,adj.茂盛的，繁茂的；华丽的,luxuriant vegetation｜茂盛的植被,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,779,madcap,/ˈmæˌdkæp/,madcap（adj. 鲁莽的，疯狂的）,adj.鲁莽的，疯狂的,a madcap decision｜鲁莽的，疯狂的决定,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,780,maintain,/meɪˈnteɪn/,maintain（v. 维持；坚持；维修）,v.维持；坚持；维修,learn to maintain｜学会维持，坚持,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,781,malady,/ˈmælədiː/,malady（n. 疾病，弊病）,n.疾病，弊病,a social malady｜社会痼疾,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,782,malfeasance,/ˌmæˈlfiːzəns/,malfeasance（n. 渎职，不法行为）,n.渎职，不法行为,official malfeasance｜官员渎职,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,783,malign,/məˈlaɪn/,malign（v. 诽谤，中伤；adj.恶性的，有害的）,v.诽谤，中伤；adj.恶性的，有害的,malign influence｜有害影响,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,784,malleable,/ˈmæliːəbəl/,malleable（adj. 可塑的；易受影响的；适应性的）→ malleability（n. 可塑的；易受影响的；适应性的）,adj.可塑的；易受影响的；适应性的,malleable metal｜可塑金属,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,785,malodorous,/mælˈoʊdərəs/,malodorous（adj. 恶臭的）,adj.恶臭的,a malodorous situation｜恶臭的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,786,manacle,/ˈmænəkəl/,manacle（n. 束缚，枷锁；手铐；v.束缚）,n.束缚，枷锁；手铐；v.束缚,be manacled by rules｜被规则束缚,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,787,manifest,/ˈmænəˌfɛst/,manifest（adj. 明显的；v.表明，显示；n.清单）,adj.明显的；v.表明，显示；n.清单,manifest concern｜表现出关切,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,788,manipulate,/məˈnɪpjəˌleɪt/,manipulate（v. 操纵；操作；巧妙地处理）→ manipulation（n. 操纵；操作；巧妙地处理）,v.操纵；操作；巧妙地处理,manipulate data｜操纵数据,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,789,marked,/ˈmɑrkt/,marked（adj. 显著的；有记号的）,adj.显著的；有记号的,a marked situation｜显著的，有记号的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,790,martinet,/ˌmɑːrtɪˈnɛt/,martinet（n. 严格执行纪律的人）,n.严格执行纪律的人,a case of martinet｜一个关于严格执行纪律的人的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,791,mask,/ˈmæsk/,mask（n. 面具；伪装；v.掩饰，遮盖）,n.面具；伪装；v.掩饰，遮盖,under a cloak of secrecy｜在秘密的掩饰下,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,792,master,/ˈmæstɚ/,master（v. 掌握，控制；n.大师）,v.掌握，控制；n.大师,a case of master｜一个关于掌握，控制的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,793,match,/ˈmætʃ/,match（n. 比赛；对手；火柴；v.相配；比得上）,n.比赛；对手；火柴；v.相配；比得上,a case of match｜一个关于比赛，对手的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,794,materialize,/məˈtɪriːəˌlaɪz/,materialize（v. 实现，发生；具体化）→ materialization（n. 实现，发生；具体化）,v.实现，发生；具体化,learn to materialize｜学会实现，发生,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,795,maudlin,/ˈmɔdlɪn/,maudlin（adj. 感情脆弱的，伤感的）,adj.感情脆弱的，伤感的,a maudlin situation｜感情脆弱的，伤感的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,796,maverick,/ˈmævɚɪk/; /ˈmævrɪk/,maverick（n. 特立独行的人；adj.标新立异的）,n.特立独行的人；adj.标新立异的,a political maverick｜特立独行的政治人物,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,797,meager,/ˈmiːgɚ/,meager（adj. 贫乏的，不足的）,adj.贫乏的，不足的,a meager resources｜贫乏的，不足的资源,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,798,measured,/ˈmɛʒɚd/,measured（adj. 慎重的；有节奏的；量过的）,adj.慎重的；有节奏的；量过的,a measured situation｜慎重的，有节奏的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,799,meet,/ˈmiːt/,meet（v. 满足；遇见；迎接；adj.合适的）,v.满足；遇见；迎接；adj.合适的,learn to meet｜学会满足，遇见,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,800,meld,/ˈmɛld/,meld（v. (使)融合，合并）,v. (使)融合，合并,meld into one group｜合并成一组,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,801,mendacious,/mɛˈndeɪʃəs/,mendacious（adj. 虚假的，说谎的）,adj.虚假的，说谎的,a mendacious statement｜虚假的陈述/谎言,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,802,mercurial,/mɚˈkjʊriːəl/,mercurial（adj. 善变的；活泼的）,adj.善变的；活泼的,a mercurial situation｜善变的，活泼的情况,褒义-友好/温和,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,803,metaphor,/ˈmɛtəfɔr/,metaphor（n. 隐喻，象征）,n.隐喻，象征,a case of metaphor｜一个关于隐喻，象征的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,804,meticulous,/məˈtɪkjələs/,meticulous（adj. 极其谨慎的，注重细节的）,adj.极其谨慎的，注重细节的,a meticulous approach｜极其谨慎的，注重细节的做法,褒义-聪明/优秀,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,805,mimic,/ˈmɪmɪk/,mimic（v. 模仿；n.模仿者）,v.模仿；n.模仿者,mimic his accent｜模仿他的口音,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,806,minimal,/ˈmɪnəməl/,minimal（adj. 最小的，最低限度的）,adj.最小的，最低限度的,a minimal difference｜最小的，最低限度的差异,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,807,minuscule,/ˈmɪnəˌskjuːl/,minuscule（adj. 极小的，微小的）,adj.极小的，微小的,a minuscule amount｜极少量,中性-程度/数量,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,808,misconception,/mɪskəˈnsɛpʃən/,misconception（n. 误解，错误想法）,n.误解，错误想法,a common misconception｜常见误解,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,809,misconstrue,/mɪskəˈnstruː/,misconstrue（v. 误解，曲解）,v.误解，曲解,learn to misconstrue｜学会误解，曲解,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,810,misgiving,/mɪˈsgɪvɪŋ/,misgiving（n. 疑虑，担忧）,n.疑虑，担忧,a case of misgiving｜一个关于疑虑，担忧的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,811,misguide,/mɪˈsgaɪd/,misguide（v. 误导，使误入歧途）,v.误导，使误入歧途,learn to misguide｜学会误导，使误入歧途,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,812,mishandle,/mɪˈshændəl/,mishandle（v. 处理不当， mishandle）,v.处理不当， mishandle,learn to mishandle｜学会处理不当，mishandle,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,813,misnomer,/mɪˈsnoʊmɚ/,misnomer（n. 错误名称，用词不当）,n.错误名称，用词不当,a case of misnomer｜一个关于错误名称，用词不当的例子,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,814,misrepresent,/mɪˌsrɛprəˈzɛnt/,misrepresent（v. 歪曲，误传）,v.歪曲，误传,learn to misrepresent｜学会歪曲，误传,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,815,misuse,/mɪˈsjuːz/; /mɪˈsjuːs/,misuse（n./v. 误用，滥用）,n./v.误用，滥用,misuse public funds｜滥用公共资金,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,816,mitigate,/ˈmɪtəˌgeɪt/,mitigate（v. 减轻；削弱）→ mitigation（n. 缓解；减轻）,v.减轻，缓和,mitigate the pain｜减轻痛苦,中性-程度/数量,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,817,mixed,/ˈmɪkst/,mixed（adj. 混合的，复杂的）,adj.混合的，复杂的,a mixed theory｜混合的，复杂的理论,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,818,mockery,/ˈmɑkɚiː/,mockery（n. 嘲笑，嘲弄；拙劣的模仿）,n.嘲笑，嘲弄；拙劣的模仿,a case of mockery｜一个关于嘲笑，嘲弄的例子,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,819,modest,/ˈmɑdəst/,modest（adj. 谦虚的，适度的，不大的）,adj.谦虚的，适度的，不大的,a modest situation｜谦虚的，适度的情况,褒义-友好/温和,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,820,modicum,/ˈmɑdɪkəm/,modicum（n. 少量， 一点点）,n.少量， 一点点,a modicum of truth｜一点点真实性,中性-程度/数量,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,821,modulate,/ˈmɔdʒjuːleɪt/; /ˈmɔdʒuːleɪt/,modulate（v. 调整，调节；调制）→ modulation（n. 调整，调节；调制）,v.调整，调节；调制,learn to modulate｜学会调整，调节,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,822,mollify,/ˈmɑləˌfaɪ/,mollify（vt. 平息；安抚）→ mollification（n. 平息；安抚）,vt.平息；安抚,mollify the pain｜减轻痛苦,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,823,momentary,/ˈmoʊməˌntɛriː/,momentary（adj. 瞬间的，短暂的）,adj.瞬间的，短暂的,a momentary situation｜瞬间的，短暂的情况,中性-程度/数量,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,824,monitor,/ˈmɑnətɚ/,monitor（v. 监控，监测；n.显示器）,v.监控，监测；n.显示器,a case of monitor｜一个关于监控，监测的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,825,monolithic,/ˌmɑnəˈlɪθɪk/,monolithic（adj. 单一的；庞大的；巨石的）,adj.单一的；庞大的；巨石的,a monolithic situation｜单一的，庞大的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,826,monstrous,/ˈmɑnstrəs/,monstrous（adj. 巨大的；恐怖的；邪恶的）,adj.巨大的；恐怖的；邪恶的,a monstrous crime｜骇人的罪行,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,827,morbid,/ˈmɔrbəd/,morbid（adj. 病态的；疾病的；恐怖的）,adj.病态的；疾病的；恐怖的,a morbid situation｜病态的，疾病的情况,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,828,mount,/ˈmaʊnt/,mount（v. 登上，增加，安装；n.山）,v.登上，增加，安装；n.山,learn to mount｜学会登上，增加,中性-程度/数量,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,829,muddle,/ˈmʌdəl/,muddle（v. 使混乱，弄糊涂；n.混乱）,v.使混乱，弄糊涂；n.混乱,learn to muddle｜学会使混乱，弄糊涂,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,830,multifaceted,/ˌmʌltiːˈfæsətɪd/,multifaceted（adj. 多方面的，多层次的）,adj.多方面的，多层次的,a multifaceted situation｜多方面的，多层次的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,831,mundane,/məˈndeɪn/,mundane（adj. 平凡的，世俗的，普通的）,adj.平凡的，世俗的，普通的,a mundane remark｜平凡的，世俗的话/评论,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,832,mutable,/ˈmjuːtəbəl/,mutable（adj. 可变的，易变的）→ mutability（n. 可变的，易变的）,adj.可变的，易变的,mutable opinions｜易变的观点,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,833,naivete,/nɑˌiːvəˈteɪ/,naivete（n. 天真，幼稚）,n.天真，幼稚,a case of naivete｜一个关于天真，幼稚的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,834,narcissism,/ˈnɑrsɪˌsɪzəm/,narcissist（n. 自恋，自我陶醉）→ narcissism（n. 自恋，自我陶醉）,n. 自恋，自我陶醉,a case of narcissism｜一个关于自恋，自我陶醉的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,835,nascent,/ˈneɪsənt/,nascent（adj. 新生的，开始形成的）,adj.新生的，开始形成的,a nascent movement｜新兴运动,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,836,naysayer,/ˌneɪˈseɪɚ/,naysayer（n. 反对者，否定者）,n.反对者，否定者,a case of naysayer｜一个关于反对者，否定者的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,837,nebulous,/ˈnɛbjələs/,nebulous（adj. 模糊的；朦胧的；星云状的）,adj.模糊的；朦胧的；星云状的,a nebulous idea｜模糊的想法,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,838,negligent,/ˈnɛglədʒənt/; /ˈnɛglɪdʒənt/,negligent（adj. 疏忽的；粗心大意的；忽视的）→ negligible（adj. 可忽略的，微不足道的）,adj.疏忽的；粗心大意的；忽视的,negligent behavior｜疏忽的行为,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,839,negligible,/ˈnɛglədʒəbəl/; /ˈnɛglɪdʒəbəl/,negligent（adj. 疏忽的；粗心大意的；忽视的）→ negligible（adj. 可忽略的，微不足道的）,adj.可忽略的，微不足道的,a negligible resources｜可忽略的，微不足道的资源,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 6（701-840）,840,negotiate,/nəˈgoʊʃiːˌeɪt/; /nɪˈgoʊʃiːˌeɪt/,negotiate（v. 谈判；协商）→ negotiation（n. 谈判；协商）,v.谈判，协商，顺利通过,learn to negotiate｜学会谈判，协商,中性-动作/状态,,,,,
